batch_size,blank_count,cell_accuracy,checkpoint,clue_violations,complete_valid,dataset,elapsed_ms,exact,example_id,experiment,invalid,method,runtime_multiplier,seed,unit_conflicts,votes
3,5,0.9382716049382716,checkpoints/sudoku_extreme_hf/checkpoint,3,0,blanks_5,402.2415159999895,0,8,test_time_voting,1,majority,3,0,15,3
3,5,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_5,402.2415159999895,1,8,test_time_voting,0,rerank,3,0,0,3
3,5,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_5,407.6086159999903,1,9,test_time_voting,0,single,3,0,0,3
3,5,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_5,407.6086159999903,1,9,test_time_voting,0,majority,3,0,0,3
3,5,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_5,407.6086159999903,1,9,test_time_voting,0,rerank,3,0,0,3
3,5,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_5,447.4366809999992,1,10,test_time_voting,0,single,3,0,0,3
3,5,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_5,447.4366809999992,1,10,test_time_voting,0,majority,3,0,0,3
3,5,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_5,447.4366809999992,1,10,test_time_voting,0,rerank,3,0,0,3
3,5,0.8148148148148148,checkpoints/sudoku_extreme_hf/checkpoint,12,1,blanks_5,446.2411209999999,0,11,test_time_voting,1,single,3,0,0,3
3,5,0.9753086419753086,checkpoints/sudoku_extreme_hf/checkpoint,1,0,blanks_5,446.2411209999999,0,11,test_time_voting,1,majority,3,0,6,3
3,5,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_5,446.2411209999999,1,11,test_time_voting,0,rerank,3,0,0,3
3,5,0.9259259259259259,checkpoints/sudoku_extreme_hf/checkpoint,5,1,blanks_5,469.25680499998634,0,12,test_time_voting,1,single,3,0,0,3
3,5,0.9876543209876543,checkpoints/sudoku_extreme_hf/checkpoint,1,0,blanks_5,469.25680499998634,0,12,test_time_voting,1,majority,3,0,3,3
3,5,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_5,469.25680499998634,1,12,test_time_voting,0,rerank,3,0,0,3
3,5,0.654320987654321,checkpoints/sudoku_extreme_hf/checkpoint,26,0,blanks_5,398.71705100000554,0,13,test_time_voting,1,single,3,0,13,3
3,5,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_5,398.71705100000554,1,13,test_time_voting,0,majority,3,0,0,3
3,5,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_5,398.71705100000554,1,13,test_time_voting,0,rerank,3,0,0,3
3,5,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_5,436.1679900000013,1,14,test_time_voting,0,single,3,0,0,3
3,5,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_5,436.1679900000013,1,14,test_time_voting,0,majority,3,0,0,3
3,5,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_5,436.1679900000013,1,14,test_time_voting,0,rerank,3,0,0,3
3,5,0.7777777777777778,checkpoints/sudoku_extreme_hf/checkpoint,16,1,blanks_5,445.42926799999805,0,15,test_time_voting,1,single,3,0,0,3
3,5,0.9382716049382716,checkpoints/sudoku_extreme_hf/checkpoint,5,0,blanks_5,445.42926799999805,0,15,test_time_voting,1,majority,3,0,9,3
3,5,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_5,445.42926799999805,1,15,test_time_voting,0,rerank,3,0,0,3
3,10,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_10,410.1831560000022,1,0,test_time_voting,0,single,3,0,0,3
3,10,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_10,410.1831560000022,1,0,test_time_voting,0,majority,3,0,0,3
3,10,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_10,410.1831560000022,1,0,test_time_voting,0,rerank,3,0,0,3
3,10,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_10,439.1355059999995,1,1,test_time_voting,0,single,3,0,0,3
3,10,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_10,439.1355059999995,1,1,test_time_voting,0,majority,3,0,0,3
3,10,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_10,439.1355059999995,1,1,test_time_voting,0,rerank,3,0,0,3
3,10,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_10,444.4881969999983,1,2,test_time_voting,0,single,3,0,0,3
3,10,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_10,444.4881969999983,1,2,test_time_voting,0,majority,3,0,0,3
3,10,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_10,444.4881969999983,1,2,test_time_voting,0,rerank,3,0,0,3
3,10,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_10,392.4801980000012,1,3,test_time_voting,0,single,3,0,0,3
3,10,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_10,392.4801980000012,1,3,test_time_voting,0,majority,3,0,0,3
